Fecha,Tipo de usuario,Edad,Sexo,Categoría de afinidad (cobertura),Segmento de mercado,Sesiones
20200822,New Visitor,55-64,female,Food & Dining/Coffee Shop Regulars,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,24
20200825,New Visitor,45-54,female,Shoppers/Shoppers by Store Type/Department Store Shoppers,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,24
20200829,New Visitor,45-54,female,Shoppers/Value Shoppers,Home & Garden/Home Decor,24
20200828,New Visitor,55-64,female,Food & Dining/Cooking Enthusiasts/30 Minute Chefs,Home & Garden/Home Decor,24
20200824,New Visitor,55-64,female,Shoppers/Value Shoppers,Home & Garden/Home Decor,24
20200817,New Visitor,25-34,female,Lifestyles & Hobbies/Fashionistas,Apparel & Accessories,24
20200817,New Visitor,25-34,female,Shoppers/Shoppers by Store Type/Department Store Shoppers,Apparel & Accessories/Shoes,24
20200822,New Visitor,35-44,female,Lifestyles & Hobbies/Fashionistas,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,24
20200817,New Visitor,25-34,female,Beauty & Wellness/Beauty Mavens,Apparel & Accessories/Shoes,24
20200822,New Visitor,55-64,female,Home & Garden/Home Decor Enthusiasts,Home & Garden/Home & Garden Services,24
20200820,New Visitor,25-34,female,Shoppers/Shoppers by Store Type/Department Store Shoppers,Apparel & Accessories/Shoes/Athletic Shoes,24
20200825,New Visitor,55-64,female,Lifestyles & Hobbies/Family-Focused,Home & Garden/Home Decor,24
20200814,New Visitor,25-34,female,Food & Dining/Foodies,Apparel & Accessories/Women's Apparel,24
20200825,New Visitor,55-64,female,Travel/Travel Buffs,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,24
20200824,New Visitor,45-54,female,Lifestyles & Hobbies/Fashionistas,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,24
20200811,New Visitor,25-34,female,Beauty & Wellness/Beauty Mavens,Apparel & Accessories/Women's Apparel,24
20200826,New Visitor,25-34,female,Shoppers/Shoppers by Store Type/Department Store Shoppers,Apparel & Accessories/Shoes/Athletic Shoes,24
20200814,New Visitor,25-34,female,Food & Dining/Foodies,Apparel & Accessories/Shoes,24
20200830,New Visitor,55-64,female,Shoppers/Value Shoppers,Home & Garden/Home Decor,24
20200824,New Visitor,45-54,female,Beauty & Wellness/Beauty Mavens,Apparel & Accessories/Women's Apparel,24
20200821,New Visitor,25-34,female,Shoppers/Shoppers by Store Type/Department Store Shoppers,Apparel & Accessories/Shoes,24
20200830,New Visitor,55-64,female,Beauty & Wellness/Beauty Mavens,Home & Garden/Home Decor,24
20200829,New Visitor,55-64,female,Beauty & Wellness/Frequently Visits Salons,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,24
20200825,New Visitor,35-44,female,Lifestyles & Hobbies/Fashionistas,Apparel & Accessories/Women's Apparel,24
20200825,New Visitor,35-44,female,Lifestyles & Hobbies/Family-Focused,Apparel & Accessories/Women's Apparel,24
20200823,New Visitor,45-54,female,Lifestyles & Hobbies/Family-Focused,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,24
20200825,New Visitor,55-64,female,Lifestyles & Hobbies/Green Living Enthusiasts,Home & Garden/Home & Garden Services/Landscape Design,24
20200829,New Visitor,55-64,female,Shoppers/Shoppers by Store Type/Department Store Shoppers,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,24
20200825,New Visitor,25-34,female,Shoppers/Value Shoppers,Apparel & Accessories/Women's Apparel,24
20200822,New Visitor,25-34,female,Beauty & Wellness/Beauty Mavens,Apparel & Accessories/Shoes,24
